Region,Information,2013,2014,2015
Laukaa,Households belonging to the lowest income category (TR),1718.0,1663.0,1707.0
Laukaa,Households belonging to the middle income category (TR),4840.0,4904.0,4947.0
Laukaa,Households belonging to the highest income category (TR),1091.0,1108.0,1076.0
Laukaa,Accumulated purchasing power of households (TR),303792070.0,309888629.0,313263016.0
Laukaa,Free-time residences (RA),1706.0,1716.0,1716.0
Laukaa,"Buildings, total (RA)",6919.0,6985.0,7059.0
Laukaa,Other buildings (RA),1063.0,1070.0,1079.0
Laukaa,Residential buildings (RA),5856.0,5915.0,5980.0
Laukaa,Dwellings (RA),8451.0,8380.0,8480.0
Laukaa,Average floor area per dwelling (RA),93.0,94.0,94.1
Laukaa,Dwellings in small houses (RA),7230.0,7185.0,7249.0
Laukaa,Dwellings in blocks of flats (RA),992.0,994.0,1001.0
Laukaa,Other dwellings (RA),229.0,201.0,230.0
Laukaa,"Workplaces, total (TP)",5450.0,5398.0,5324.0
Laukaa,Primary production (TP),267.0,259.0,255.0
Laukaa,Processing (TP),1377.0,1384.0,1411.0
Laukaa,Services (TP),3702.0,3649.0,3548.0
Laukaa,"A Agriculture, forestry and fishing (TP)",267.0,259.0,255.0
Laukaa,B Mining and quarrying (TP),11.0,6.0,6.0
Laukaa,C Manufacturing (TP),877.0,892.0,888.0
Laukaa,"D Electricity, gas, steam and air conditioning supply (TP)",12.0,9.0,13.0
Laukaa,"E Water supply; sewerage, waste management and remediation activities (TP)",27.0,22.0,25.0
Laukaa,F Construction (TP),450.0,455.0,479.0
Laukaa,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),595.0,624.0,578.0
Laukaa,H Transportation and storage (TP),451.0,439.0,409.0
Laukaa,I Accommodation and food service activities (TP),219.0,205.0,194.0
Laukaa,J Information and communication (TP),24.0,25.0,22.0
Laukaa,K Financial and insurance activities (TP),29.0,20.0,16.0
Laukaa,L Real estate activities (TP),30.0,35.0,28.0
Laukaa,"M Professional, scientific and technical activities (TP)",195.0,192.0,203.0
Laukaa,N Administrative and support service activities (TP),329.0,323.0,313.0
Laukaa,O Public administration and defence; compulsory social security (TP),185.0,178.0,195.0
Laukaa,P Education (TP),417.0,382.0,371.0
Laukaa,Q Human health and social work activities (TP),1011.0,1018.0,1012.0
Laukaa,"R Arts, entertainment and recreation (TP)",46.0,40.0,43.0
Laukaa,S Other service activities (TP),133.0,127.0,116.0
Laukaa,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),38.0,41.0,48.0
Laukaa,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Laukaa,X Industry unknown (TP),104.0,106.0,110.0
Laukaa,"Inhabitants, total (PT)",18588.0,18709.0,18865.0
Laukaa,Employed (PT),7381.0,7298.0,7274.0
Laukaa,Unemployed (PT),1241.0,1336.0,1318.0
Laukaa,Children aged 0 to 14 (PT),4127.0,4228.0,4284.0
Laukaa,Students (PT),1245.0,1215.0,1231.0
Laukaa,Pensioners (PT),4101.0,4157.0,4276.0
Laukaa,Others (PT),493.0,475.0,482.0
Luhanka,"Inhabitants, total (HE)",763.0,761.0,761.0
Luhanka,Males (HE),404.0,409.0,403.0
Luhanka,Females (HE),359.0,352.0,358.0
Luhanka,Average age of inhabitants (HE),55.0,54.0,54.0
Luhanka,0-2 years (HE),18.0,21.0,16.0
Luhanka,3-6 years (HE),19.0,21.0,25.0
Luhanka,7-12 years (HE),31.0,29.0,28.0
Luhanka,13-15 years (HE),22.0,18.0,19.0
Luhanka,16-17 years (HE),8.0,12.0,15.0
Luhanka,18-19 years (HE),12.0,11.0,8.0
Luhanka,20-24 years (HE),13.0,16.0,20.0
Luhanka,25-29 years (HE),14.0,10.0,11.0
Luhanka,30-34 years (HE),22.0,25.0,21.0
Luhanka,35-39 years (HE),29.0,21.0,23.0
Luhanka,40-44 years (HE),27.0,30.0,32.0
Luhanka,45-49 years (HE),50.0,52.0,46.0
Luhanka,50-54 years (HE),62.0,62.0,73.0
Luhanka,55-59 years (HE),53.0,55.0,56.0
Luhanka,60-64 years (HE),77.0,79.0,68.0
Luhanka,65-69 years (HE),83.0,80.0,81.0
Luhanka,70-74 years (HE),64.0,59.0,59.0
Luhanka,75-79 years (HE),66.0,61.0,57.0
Luhanka,80-84 years (HE),47.0,57.0,57.0
Luhanka,85 years or over (HE),46.0,42.0,46.0
Luhanka,"Aged 18 or over, total (KO)",665.0,660.0,658.0
Luhanka,Basic level studies (KO),316.0,296.0,289.0
Luhanka,"With education, total (KO)",349.0,364.0,369.0
Luhanka,Matriculation examination (KO),16.0,19.0,23.0
Luhanka,Vocational diploma (KO),261.0,270.0,274.0
Luhanka,Academic degree - Lower level university degree (KO),48.0,49.0,44.0
Luhanka,Academic degree - Higher level university degree (KO),24.0,26.0,28.0
Luhanka,"Aged 18 or over, total (HR)",665.0,660.0,658.0
Luhanka,Average income of inhabitants (HR),20558.0,20704.0,20567.0
Luhanka,Median income of inhabitants (HR),16124.0,16188.0,16527.0
Luhanka,Inhabitants belonging to the lowest income category (HR),193.0,195.0,179.0
Luhanka,Inhabitants belonging to the middle income category (HR),380.0,372.0,387.0
Luhanka,Inhabitants belonging to the highest income category (HR),92.0,93.0,92.0
Luhanka,Accumulated purchasing power of inhabitants (HR),13671207.0,13664514.0,13532805.0
Luhanka,"Households, total (TE)",371.0,373.0,377.0
Luhanka,Average size of households (TE),2.0,2.0,2.0
Luhanka,Average floor area per person (TE),48.7,49.2,49.2
Luhanka,One-person households (TE),158.0,166.0,172.0
Luhanka,Young one-person households (TE),4.0,3.0,3.0
Luhanka,Young couples without children (TE),4.0,1.0,2.0
Luhanka,Households with children (TE),46.0,48.0,49.0
Luhanka,Households with small children (TE),14.0,16.0,15.0
Luhanka,Households with children under school age (TE),20.0,23.0,23.0
Luhanka,Households with school-age children (TE),19.0,20.0,21.0
Luhanka,Households with teenagers (TE),21.0,20.0,23.0
Luhanka,One-parent households with children (TE),3.0,6.0,6.0
Luhanka,Adult households (TE),121.0,124.0,126.0
Luhanka,Pensioner households (TE),209.0,207.0,208.0
Luhanka,Households living in owner-occupied dwellings (TE),314.0,318.0,318.0
Luhanka,Households living in rented dwellings (TE),47.0,45.0,50.0
Luhanka,Households living in other dwellings (TE),10.0,10.0,9.0
Luhanka,"Households, total (TR)",371.0,373.0,377.0
Luhanka,Average income of households (TR),35922.0,35845.0,35244.0
Luhanka,Median income of households (TR),27378.0,27299.0,28435.0
Luhanka,Households belonging to the lowest income category (TR),121.0,129.0,127.0
Luhanka,Households belonging to the middle income category (TR),189.0,188.0,199.0
Luhanka,Households belonging to the highest income category (TR),61.0,56.0,51.0
Luhanka,Accumulated purchasing power of households (TR),13326877.0,13370083.0,13287119.0
Luhanka,Free-time residences (RA),827.0,827.0,830.0
Luhanka,"Buildings, total (RA)",521.0,533.0,536.0
Luhanka,Other buildings (RA),70.0,72.0,72.0
Luhanka,Residential buildings (RA),451.0,461.0,464.0
Luhanka,Dwellings (RA),514.0,488.0,490.0
Luhanka,Average floor area per dwelling (RA),89.2,91.1,91.2
Luhanka,Dwellings in small houses (RA),490.0,469.0,469.0
Luhanka,Dwellings in blocks of flats (RA),9.0,6.0,6.0
Luhanka,Other dwellings (RA),15.0,13.0,15.0
Luhanka,"Workplaces, total (TP)",170.0,158.0,157.0
Luhanka,Primary production (TP),49.0,47.0,46.0
Luhanka,Processing (TP),29.0,22.0,20.0
Luhanka,Services (TP),88.0,80.0,84.0
Luhanka,"A Agriculture, forestry and fishing (TP)",49.0,47.0,46.0
Luhanka,B Mining and quarrying (TP),0.0,0.0,0.0
Luhanka,C Manufacturing (TP),5.0,6.0,4.0
Luhanka,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Luhanka,"E Water supply; sewerage, waste management and remediation activities (TP)",0.0,0.0,0.0
Luhanka,F Construction (TP),24.0,16.0,16.0
Luhanka,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),11.0,7.0,5.0
Luhanka,H Transportation and storage (TP),11.0,12.0,11.0
Luhanka,I Accommodation and food service activities (TP),3.0,1.0,1.0
Luhanka,J Information and communication (TP),1.0,2.0,1.0
Luhanka,K Financial and insurance activities (TP),3.0,3.0,3.0
Luhanka,L Real estate activities (TP),0.0,0.0,1.0
Luhanka,"M Professional, scientific and technical activities (TP)",3.0,3.0,3.0
Luhanka,N Administrative and support service activities (TP),2.0,2.0,4.0
Luhanka,O Public administration and defence; compulsory social security (TP),8.0,8.0,8.0
Luhanka,P Education (TP),12.0,12.0,11.0
Luhanka,Q Human health and social work activities (TP),30.0,27.0,31.0
Luhanka,"R Arts, entertainment and recreation (TP)",1.0,1.0,1.0
Luhanka,S Other service activities (TP),2.0,2.0,4.0
Luhanka,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1.0,0.0,0.0
Luhanka,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Luhanka,X Industry unknown (TP),4.0,9.0,7.0
Luhanka,"Inhabitants, total (PT)",763.0,761.0,761.0
Luhanka,Employed (PT),232.0,224.0,234.0
Luhanka,Unemployed (PT),37.0,44.0,41.0
Luhanka,Children aged 0 to 14 (PT),82.0,83.0,81.0
Luhanka,Students (PT),25.0,29.0,36.0
Luhanka,Pensioners (PT),366.0,358.0,347.0
Luhanka,Others (PT),21.0,23.0,22.0
Multia,"Inhabitants, total (HE)",1777.0,1763.0,1710.0
Multia,Males (HE),916.0,922.0,885.0
Multia,Females (HE),861.0,841.0,825.0
Multia,Average age of inhabitants (HE),49.0,50.0,50.0
Multia,0-2 years (HE),51.0,38.0,38.0
Multia,3-6 years (HE),72.0,70.0,64.0
Multia,7-12 years (HE),109.0,118.0,117.0
Multia,13-15 years (HE),62.0,59.0,58.0
Multia,16-17 years (HE),38.0,42.0,42.0
Multia,18-19 years (HE),19.0,27.0,24.0
Multia,20-24 years (HE),61.0,50.0,54.0
Multia,25-29 years (HE),53.0,48.0,53.0
Multia,30-34 years (HE),61.0,63.0,45.0
Multia,35-39 years (HE),73.0,68.0,75.0
Multia,40-44 years (HE),77.0,75.0,75.0
Multia,45-49 years (HE),93.0,101.0,80.0
Multia,50-54 years (HE),132.0,125.0,121.0
Multia,55-59 years (HE),168.0,162.0,159.0
Multia,60-64 years (HE),169.0,173.0,164.0
Multia,65-69 years (HE),117.0,133.0,146.0
Multia,70-74 years (HE),90.0,89.0,101.0
Multia,75-79 years (HE),122.0,113.0,87.0
Multia,80-84 years (HE),108.0,109.0,114.0
Multia,85 years or over (HE),102.0,100.0,93.0
Multia,"Aged 18 or over, total (KO)",1445.0,1436.0,1391.0
Multia,Basic level studies (KO),532.0,513.0,479.0
Multia,"With education, total (KO)",913.0,923.0,912.0
Multia,Matriculation examination (KO),32.0,28.0,35.0
Multia,Vocational diploma (KO),762.0,767.0,753.0
Multia,Academic degree - Lower level university degree (KO),79.0,83.0,78.0
Multia,Academic degree - Higher level university degree (KO),40.0,45.0,46.0
Multia,"Aged 18 or over, total (HR)",1445.0,1436.0,1391.0
Multia,Average income of inhabitants (HR),19354.0,19608.0,20337.0
Multia,Median income of inhabitants (HR),16188.0,16604.0,17179.0
Multia,Inhabitants belonging to the lowest income category (HR),428.0,421.0,390.0
Multia,Inhabitants belonging to the middle income category (HR),865.0,846.0,842.0
Multia,Inhabitants belonging to the highest income category (HR),152.0,169.0,159.0
Multia,Accumulated purchasing power of inhabitants (HR),27966701.0,28156811.0,28288256.0
Multia,"Households, total (TE)",812.0,815.0,794.0
Multia,Average size of households (TE),2.1,2.1,2.1
Multia,Average floor area per person (TE),42.0,42.5,42.9
Multia,One-person households (TE),341.0,351.0,337.0
Multia,Young one-person households (TE),23.0,25.0,25.0
Multia,Young couples without children (TE),5.0,5.0,7.0
Multia,Households with children (TE),151.0,146.0,146.0
Multia,Households with small children (TE),37.0,35.0,30.0
Multia,Households with children under school age (TE),69.0,63.0,62.0
Multia,Households with school-age children (TE),77.0,79.0,77.0
Multia,Households with teenagers (TE),75.0,74.0,75.0
Multia,One-parent households with children (TE),33.0,35.0,30.0
Multia,Adult households (TE),302.0,297.0,278.0
Multia,Pensioner households (TE),367.0,381.0,381.0
Multia,Households living in owner-occupied dwellings (TE),626.0,626.0,619.0
Multia,Households living in rented dwellings (TE),142.0,150.0,138.0
Multia,Households living in other dwellings (TE),44.0,39.0,37.0
Multia,"Households, total (TR)",812.0,815.0,794.0
Multia,Average income of households (TR),33282.0,33390.0,34812.0
Multia,Median income of households (TR),27148.0,26842.0,27335.0
Multia,Households belonging to the lowest income category (TR),310.0,304.0,280.0
Multia,Households belonging to the middle income category (TR),417.0,417.0,430.0
Multia,Households belonging to the highest income category (TR),85.0,94.0,84.0
Multia,Accumulated purchasing power of households (TR),27024631.0,27213029.0,27640761.0
Multia,Free-time residences (RA),634.0,637.0,644.0
Multia,"Buildings, total (RA)",961.0,974.0,980.0
Multia,Other buildings (RA),131.0,133.0,138.0
Multia,Residential buildings (RA),830.0,841.0,842.0
Multia,Dwellings (RA),1056.0,1049.0,1029.0
Multia,Average floor area per dwelling (RA),85.4,86.2,86.2
Multia,Dwellings in small houses (RA),980.0,966.0,944.0
Multia,Dwellings in blocks of flats (RA),31.0,35.0,35.0
Multia,Other dwellings (RA),45.0,48.0,50.0
Multia,"Workplaces, total (TP)",608.0,606.0,597.0
Multia,Primary production (TP),148.0,159.0,150.0
Multia,Processing (TP),150.0,147.0,152.0
Multia,Services (TP),300.0,288.0,283.0
Multia,"A Agriculture, forestry and fishing (TP)",148.0,159.0,150.0
Multia,B Mining and quarrying (TP),1.0,0.0,0.0
Multia,C Manufacturing (TP),116.0,120.0,123.0
Multia,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Multia,"E Water supply; sewerage, waste management and remediation activities (TP)",0.0,0.0,0.0
Multia,F Construction (TP),33.0,27.0,29.0
Multia,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),22.0,23.0,20.0
Multia,H Transportation and storage (TP),30.0,21.0,28.0
Multia,I Accommodation and food service activities (TP),3.0,2.0,3.0
Multia,J Information and communication (TP),3.0,4.0,4.0
Multia,K Financial and insurance activities (TP),8.0,10.0,7.0
Multia,L Real estate activities (TP),1.0,0.0,0.0
Multia,"M Professional, scientific and technical activities (TP)",21.0,19.0,15.0
Multia,N Administrative and support service activities (TP),19.0,17.0,14.0
Multia,O Public administration and defence; compulsory social security (TP),15.0,19.0,14.0
Multia,P Education (TP),23.0,22.0,22.0
Multia,Q Human health and social work activities (TP),136.0,135.0,141.0
Multia,"R Arts, entertainment and recreation (TP)",2.0,3.0,2.0
Multia,S Other service activities (TP),14.0,12.0,13.0
Multia,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),3.0,1.0,0.0
Multia,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Multia,X Industry unknown (TP),10.0,12.0,12.0
Multia,"Inhabitants, total (PT)",1777.0,1763.0,1710.0
Multia,Employed (PT),587.0,577.0,542.0
Multia,Unemployed (PT),108.0,112.0,112.0
Multia,Children aged 0 to 14 (PT),271.0,265.0,255.0
Multia,Students (PT),87.0,89.0,92.0
Multia,Pensioners (PT),668.0,662.0,647.0
Multia,Others (PT),56.0,58.0,62.0
Muurame,"Inhabitants, total (HE)",9572.0,9700.0,9791.0
Muurame,Males (HE),4826.0,4882.0,4926.0
Muurame,Females (HE),4746.0,4818.0,4865.0
Muurame,Average age of inhabitants (HE),39.0,39.0,39.0
Muurame,0-2 years (HE),367.0,378.0,377.0
Muurame,3-6 years (HE),569.0,597.0,586.0
Muurame,7-12 years (HE),898.0,921.0,929.0
Muurame,13-15 years (HE),426.0,416.0,433.0
Muurame,16-17 years (HE),272.0,292.0,284.0
Muurame,18-19 years (HE),264.0,247.0,249.0
Muurame,20-24 years (HE),346.0,325.0,341.0
Muurame,25-29 years (HE),416.0,404.0,417.0
Muurame,30-34 years (HE),566.0,598.0,566.0
Muurame,35-39 years (HE),764.0,751.0,731.0
Muurame,40-44 years (HE),686.0,701.0,717.0
Muurame,45-49 years (HE),725.0,695.0,702.0
Muurame,50-54 years (HE),689.0,698.0,704.0
Muurame,55-59 years (HE),582.0,591.0,603.0
Muurame,60-64 years (HE),626.0,615.0,615.0
Muurame,65-69 years (HE),522.0,577.0,578.0
Muurame,70-74 years (HE),343.0,344.0,395.0
Muurame,75-79 years (HE),233.0,253.0,268.0
Muurame,80-84 years (HE),163.0,176.0,170.0
Muurame,85 years or over (HE),115.0,121.0,126.0
Muurame,"Aged 18 or over, total (KO)",7040.0,7096.0,7182.0
Muurame,Basic level studies (KO),1451.0,1392.0,1388.0
Muurame,"With education, total (KO)",5589.0,5704.0,5794.0
Muurame,Matriculation examination (KO),332.0,323.0,324.0
Muurame,Vocational diploma (KO),3543.0,3585.0,3634.0
Muurame,Academic degree - Lower level university degree (KO),843.0,898.0,912.0
Muurame,Academic degree - Higher level university degree (KO),871.0,898.0,924.0
Muurame,"Aged 18 or over, total (HR)",7040.0,7096.0,7182.0
Muurame,Average income of inhabitants (HR),25207.0,29288.0,25713.0
Muurame,Median income of inhabitants (HR),22615.0,22966.0,23100.0
Muurame,Inhabitants belonging to the lowest income category (HR),1155.0,1140.0,1167.0
Muurame,Inhabitants belonging to the middle income category (HR),4166.0,4195.0,4244.0
Muurame,Inhabitants belonging to the highest income category (HR),1719.0,1761.0,1771.0
Muurame,Accumulated purchasing power of inhabitants (HR),177454600.0,207826162.0,184672080.0
Muurame,"Households, total (TE)",3888.0,3940.0,3983.0
Muurame,Average size of households (TE),2.4,2.4,2.4
Muurame,Average floor area per person (TE),40.0,40.1,40.4
Muurame,One-person households (TE),1122.0,1142.0,1172.0
Muurame,Young one-person households (TE),216.0,211.0,211.0
Muurame,Young couples without children (TE),134.0,121.0,105.0
Muurame,Households with children (TE),1308.0,1332.0,1334.0
Muurame,Households with small children (TE),325.0,325.0,321.0
Muurame,Households with children under school age (TE),643.0,661.0,645.0
Muurame,Households with school-age children (TE),644.0,653.0,664.0
Muurame,Households with teenagers (TE),516.0,516.0,536.0
Muurame,One-parent households with children (TE),196.0,206.0,207.0
Muurame,Adult households (TE),1642.0,1605.0,1598.0
Muurame,Pensioner households (TE),953.0,1022.0,1072.0
Muurame,Households living in owner-occupied dwellings (TE),2944.0,2984.0,3047.0
Muurame,Households living in rented dwellings (TE),874.0,890.0,878.0
Muurame,Households living in other dwellings (TE),70.0,66.0,58.0
Muurame,"Households, total (TR)",3888.0,3940.0,3983.0
Muurame,Average income of households (TR),45496.0,52631.0,46183.0
Muurame,Median income of households (TR),39672.0,40158.0,40277.0
Muurame,Households belonging to the lowest income category (TR),681.0,677.0,673.0
Muurame,Households belonging to the middle income category (TR),2405.0,2447.0,2475.0
Muurame,Households belonging to the highest income category (TR),802.0,816.0,835.0
Muurame,Accumulated purchasing power of households (TR),176887909.0,207364711.0,183945240.0
Muurame,Free-time residences (RA),765.0,760.0,753.0
Muurame,"Buildings, total (RA)",2856.0,2895.0,2945.0
Muurame,Other buildings (RA),221.0,226.0,229.0
Muurame,Residential buildings (RA),2635.0,2669.0,2716.0
Muurame,Dwellings (RA),4259.0,4286.0,4320.0
Muurame,Average floor area per dwelling (RA),95.4,95.8,96.4
Muurame,Dwellings in small houses (RA),3240.0,3262.0,3305.0
Muurame,Dwellings in blocks of flats (RA),956.0,966.0,965.0
Muurame,Other dwellings (RA),63.0,58.0,50.0
Muurame,"Workplaces, total (TP)",2749.0,2592.0,2722.0
Muurame,Primary production (TP),49.0,40.0,42.0
Muurame,Processing (TP),1072.0,1008.0,1007.0
Muurame,Services (TP),1594.0,1501.0,1607.0
Muurame,"A Agriculture, forestry and fishing (TP)",49.0,40.0,42.0
Muurame,B Mining and quarrying (TP),0.0,0.0,0.0
Muurame,C Manufacturing (TP),816.0,764.0,788.0
Muurame,"D Electricity, gas, steam and air conditioning supply (TP)",21.0,17.0,20.0
Muurame,"E Water supply; sewerage, waste management and remediation activities (TP)",47.0,43.0,28.0
Muurame,F Construction (TP),188.0,184.0,171.0
Muurame,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),176.0,202.0,203.0
Muurame,H Transportation and storage (TP),98.0,91.0,101.0
Muurame,I Accommodation and food service activities (TP),83.0,57.0,71.0
Muurame,J Information and communication (TP),8.0,6.0,8.0
Muurame,K Financial and insurance activities (TP),12.0,5.0,3.0
Muurame,L Real estate activities (TP),3.0,13.0,14.0
Muurame,"M Professional, scientific and technical activities (TP)",56.0,74.0,86.0
Muurame,N Administrative and support service activities (TP),140.0,129.0,146.0
Muurame,O Public administration and defence; compulsory social security (TP),77.0,75.0,135.0
Muurame,P Education (TP),202.0,198.0,194.0
Muurame,Q Human health and social work activities (TP),603.0,520.0,516.0
Muurame,"R Arts, entertainment and recreation (TP)",35.0,42.0,34.0
Muurame,S Other service activities (TP),83.0,74.0,76.0
Muurame,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),18.0,15.0,20.0
Muurame,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Muurame,X Industry unknown (TP),34.0,43.0,66.0
Muurame,"Inhabitants, total (PT)",9572.0,9700.0,9791.0
Muurame,Employed (PT),4191.0,4153.0,4178.0
Muurame,Unemployed (PT),585.0,618.0,615.0
Muurame,Children aged 0 to 14 (PT),2107.0,2174.0,2191.0
Muurame,Students (PT),715.0,710.0,701.0
Muurame,Pensioners (PT),1749.0,1806.0,1881.0
Muurame,Others (PT),225.0,239.0,225.0
Petäjävesi,"Inhabitants, total (HE)",4125.0,4081.0,4008.0
Petäjävesi,Males (HE),2088.0,2066.0,2045.0
Petäjävesi,Females (HE),2037.0,2015.0,1963.0
Petäjävesi,Average age of inhabitants (HE),42.0,42.0,43.0
Petäjävesi,0-2 years (HE),156.0,147.0,139.0
Petäjävesi,3-6 years (HE),251.0,239.0,227.0
Petäjävesi,7-12 years (HE),323.0,337.0,330.0
Petäjävesi,13-15 years (HE),151.0,151.0,163.0
Petäjävesi,16-17 years (HE),106.0,104.0,87.0
Petäjävesi,18-19 years (HE),100.0,98.0,94.0
Petäjävesi,20-24 years (HE),146.0,138.0,123.0
Petäjävesi,25-29 years (HE),162.0,140.0,150.0
Petäjävesi,30-34 years (HE),216.0,226.0,206.0
Petäjävesi,35-39 years (HE),241.0,253.0,254.0
Petäjävesi,40-44 years (HE),240.0,216.0,209.0
Petäjävesi,45-49 years (HE),279.0,280.0,278.0
Petäjävesi,50-54 years (HE),304.0,299.0,294.0
Petäjävesi,55-59 years (HE),287.0,276.0,273.0
Petäjävesi,60-64 years (HE),300.0,295.0,285.0
Petäjävesi,65-69 years (HE),283.0,300.0,307.0
Petäjävesi,70-74 years (HE),188.0,195.0,209.0
Petäjävesi,75-79 years (HE),156.0,160.0,154.0
Petäjävesi,80-84 years (HE),118.0,106.0,107.0
Petäjävesi,85 years or over (HE),118.0,121.0,119.0
Petäjävesi,"Aged 18 or over, total (KO)",3138.0,3103.0,3062.0
Petäjävesi,Basic level studies (KO),966.0,921.0,888.0
Petäjävesi,"With education, total (KO)",2172.0,2182.0,2174.0
Petäjävesi,Matriculation examination (KO),94.0,100.0,91.0
Petäjävesi,Vocational diploma (KO),1610.0,1608.0,1593.0
Petäjävesi,Academic degree - Lower level university degree (KO),275.0,273.0,285.0
Petäjävesi,Academic degree - Higher level university degree (KO),193.0,201.0,205.0
Petäjävesi,"Aged 18 or over, total (HR)",3138.0,3103.0,3062.0
Petäjävesi,Average income of inhabitants (HR),20381.0,20957.0,21239.0
Petäjävesi,Median income of inhabitants (HR),18679.0,18898.0,19043.0
Petäjävesi,Inhabitants belonging to the lowest income category (HR),720.0,705.0,680.0
Petäjävesi,Inhabitants belonging to the middle income category (HR),1963.0,1907.0,1883.0
Petäjävesi,Inhabitants belonging to the highest income category (HR),455.0,491.0,499.0
Petäjävesi,Accumulated purchasing power of inhabitants (HR),63955279.0,65029642.0,65032397.0
Petäjävesi,"Households, total (TE)",1797.0,1784.0,1773.0
Petäjävesi,Average size of households (TE),2.2,2.2,2.2
Petäjävesi,Average floor area per person (TE),41.5,41.8,42.5
Petäjävesi,One-person households (TE),690.0,695.0,703.0
Petäjävesi,Young one-person households (TE),70.0,61.0,76.0
Petäjävesi,Young couples without children (TE),37.0,39.0,37.0
Petäjävesi,Households with children (TE),475.0,458.0,442.0
Petäjävesi,Households with small children (TE),138.0,125.0,120.0
Petäjävesi,Households with children under school age (TE),251.0,239.0,230.0
Petäjävesi,Households with school-age children (TE),226.0,221.0,219.0
Petäjävesi,Households with teenagers (TE),193.0,191.0,186.0
Petäjävesi,One-parent households with children (TE),65.0,62.0,61.0
Petäjävesi,Adult households (TE),709.0,695.0,695.0
Petäjävesi,Pensioner households (TE),628.0,640.0,645.0
Petäjävesi,Households living in owner-occupied dwellings (TE),1371.0,1366.0,1361.0
Petäjävesi,Households living in rented dwellings (TE),373.0,367.0,365.0
Petäjävesi,Households living in other dwellings (TE),53.0,51.0,47.0
Petäjävesi,"Households, total (TR)",1797.0,1784.0,1773.0
Petäjävesi,Average income of households (TR),35148.0,36012.0,36199.0
Petäjävesi,Median income of households (TR),30458.0,31370.0,31158.0
Petäjävesi,Households belonging to the lowest income category (TR),561.0,548.0,544.0
Petäjävesi,Households belonging to the middle income category (TR),1022.0,1015.0,1003.0
Petäjävesi,Households belonging to the highest income category (TR),214.0,221.0,226.0
Petäjävesi,Accumulated purchasing power of households (TR),63161800.0,64245115.0,64181480.0
Petäjävesi,Free-time residences (RA),790.0,793.0,782.0
Petäjävesi,"Buildings, total (RA)",1817.0,1838.0,1824.0
Petäjävesi,Other buildings (RA),206.0,211.0,205.0
Petäjävesi,Residential buildings (RA),1611.0,1627.0,1619.0
Petäjävesi,Dwellings (RA),2081.0,2047.0,2027.0
Petäjävesi,Average floor area per dwelling (RA),89.9,90.7,91.6
Petäjävesi,Dwellings in small houses (RA),1825.0,1798.0,1792.0
Petäjävesi,Dwellings in blocks of flats (RA),184.0,187.0,184.0
Petäjävesi,Other dwellings (RA),72.0,62.0,51.0
Petäjävesi,"Workplaces, total (TP)",948.0,942.0,845.0
Petäjävesi,Primary production (TP),152.0,134.0,131.0
Petäjävesi,Processing (TP),166.0,157.0,148.0
Petäjävesi,Services (TP),611.0,635.0,547.0
Petäjävesi,"A Agriculture, forestry and fishing (TP)",152.0,134.0,131.0
Petäjävesi,B Mining and quarrying (TP),1.0,1.0,1.0
Petäjävesi,C Manufacturing (TP),60.0,65.0,64.0
Petäjävesi,"D Electricity, gas, steam and air conditioning supply (TP)",12.0,11.0,11.0
Petäjävesi,"E Water supply; sewerage, waste management and remediation activities (TP)",8.0,7.0,9.0
Petäjävesi,F Construction (TP),85.0,73.0,63.0
Petäjävesi,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),56.0,56.0,49.0
Petäjävesi,H Transportation and storage (TP),33.0,30.0,26.0
Petäjävesi,I Accommodation and food service activities (TP),35.0,35.0,31.0
Petäjävesi,J Information and communication (TP),6.0,4.0,10.0
Petäjävesi,K Financial and insurance activities (TP),8.0,11.0,14.0
Petäjävesi,L Real estate activities (TP),1.0,1.0,1.0
Petäjävesi,"M Professional, scientific and technical activities (TP)",46.0,48.0,31.0
Petäjävesi,N Administrative and support service activities (TP),26.0,24.0,28.0
Petäjävesi,O Public administration and defence; compulsory social security (TP),55.0,65.0,57.0
Petäjävesi,P Education (TP),98.0,103.0,70.0
Petäjävesi,Q Human health and social work activities (TP),192.0,194.0,177.0
Petäjävesi,"R Arts, entertainment and recreation (TP)",12.0,18.0,18.0
Petäjävesi,S Other service activities (TP),34.0,31.0,25.0
Petäjävesi,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),9.0,15.0,10.0
