"12bg -- Employment and hours worked by area, annually, 2000-2021*",,,,,,,,,
,,,,,,,,,
Area,Transaction,Industry,Sector,2015 Original series,2016 Original series,2017 Original series,2018 Original series,2019 Original series,2020 Original series
SK016 Loviisa,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.254,0.264,0.266,0.265,0.279,0.283
SK016 Loviisa,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,0.387,0.405,0.329,0.332,0.35,0.312
SK016 Loviisa,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,0.908,0.867,0.897,0.996,1.003,0.951
SK016 Loviisa,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,0.238,0.256,0.237,0.262,0.243,0.233
SK016 Loviisa,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.02,0.022,0.023,0.02,0.026,0.014
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,1.765,1.719,1.681,1.602,1.616,1.531
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,1.356,1.231,1.244,1.171,1.151,1.126
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,0.409,0.488,0.437,0.431,0.465,0.405
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,4.063,3.572,3.602,3.823,3.614,3.783
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,0.141,0.158,0.144,0.149,0.115,0.135
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.276,0.326,0.305,0.301,0.277,0.267
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,0.94,0.579,0.615,0.618,0.633,0.642
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,1.249,1.165,1.151,1.328,1.272,1.443
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,1.457,1.344,1.386,1.426,1.318,1.296
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,5.783,5.652,5.545,5.855,5.663,5.469
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,1.007,0.962,0.935,0.965,0.872,0.799
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,0.795,0.659,0.67,0.708,0.651,0.643
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,0.423,0.474,0.518,0.516,0.484,0.392
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,0.114,0.128,0.109,0.105,0.128,0.096
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,0.064,0.05,0.05,0.036,0.032,0.032
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.8,0.811,0.777,0.794,0.705,0.833
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.018,0.011,0.012,0.013,0.013,0.025
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.384,0.393,0.398,0.391,0.415,0.426
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,0.539,0.564,0.459,0.466,0.502,0.443
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,1.227,1.171,1.225,1.475,1.484,1.412
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,0.384,0.398,0.359,0.358,0.342,0.349
SK016 Loviisa,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.027,0.031,0.031,0.028,0.034,0.018
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,0.682,0.687,0.717,0.689,0.67,0.729
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,0.505,0.508,0.537,0.493,0.479,0.491
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,0.177,0.179,0.181,0.196,0.191,0.238
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,2.521,2.506,2.447,2.533,2.512,2.582
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.099,0.102,0.099,0.115,0.117,0.105
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.044,0.053,0.043,0.043,0.034,0.053
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,0.309,0.307,0.274,0.231,0.176,0.257
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,1.136,1.142,1.14,1.144,1.217,1.05
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,0.934,0.903,0.89,1,0.968,1.117
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,5.353,5.397,5.316,5.465,5.446,5.485
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,0.747,0.735,0.721,0.726,0.703,0.741
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,0.453,0.476,0.432,0.421,0.443,0.428
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,0.42,0.416,0.409,0.423,0.472,0.434
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,0.111,0.116,0.104,0.108,0.102,0.112
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,0.088,0.072,0.058,0.045,0.062,0.057
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.577,0.597,0.589,0.596,0.575,0.598
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.009,0.008,0.008,0.008,0.008,0.012
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.817,0.758,0.755,0.776,0.755,0.795
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,0.497,0.575,0.554,0.558,0.551,0.526
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,1.221,1.226,1.252,1.338,1.322,1.343
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,0.349,0.361,0.376,0.386,0.412,0.391
SK021 Åboland-Turunmaa,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.063,0.057,0.058,0.08,0.042,0.049
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,1.595,1.58,1.718,1.713,1.679,1.892
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,0.974,0.974,1.03,0.959,0.933,0.957
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,0.621,0.607,0.688,0.754,0.746,0.935
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,4.719,4.872,4.519,4.82,4.695,4.759
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,0.126,0.134,0.124,0.146,0.144,0.139
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.069,0.078,0.074,0.067,0.052,0.094
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,0.464,0.469,0.402,0.363,0.274,0.393
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,1.798,1.802,1.849,1.875,2.03,1.658
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,2.263,2.388,2.07,2.37,2.196,2.475
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,8.685,8.718,8.535,8.53,8.445,8.376
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,1.157,1.133,1.107,1.133,1.102,1.145
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,0.803,0.842,0.758,0.75,0.785,0.684
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,0.761,0.728,0.768,0.774,0.81,0.736
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,0.189,0.198,0.183,0.184,0.172,0.186
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,0.135,0.102,0.092,0.08,0.088,0.081
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,0.926,0.97,0.95,0.945,0.898,0.929
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.016,0.013,0.013,0.013,0.014,0.021
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,1.205,1.108,1.115,1.138,1.122,1.15
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,1.064,1.166,1.072,0.86,0.862,0.822
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,1.787,1.8,1.821,1.999,1.979,2.005
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,0.555,0.58,0.577,0.544,0.558,0.552
SK021 Åboland-Turunmaa,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.087,0.079,0.079,0.11,0.056,0.065
SK022 Salo,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,2.258,2.14,2.051,1.927,1.911,1.966
SK022 Salo,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,2.045,1.935,1.842,1.721,1.704,1.758
SK022 Salo,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,0.213,0.204,0.209,0.206,0.207,0.208
SK022 Salo,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,6.955,6.775,6.425,6.567,6.326,6.292
SK022 Salo,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.096,0.104,0.124,0.133,0.135,0.19
SK022 Salo,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.209,0.215,0.22,0.187,0.172,0.16
SK022 Salo,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,3.271,2.888,2.547,2.566,2.582,2.438
SK022 Salo,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,1.394,1.372,1.391,1.418,1.371,1.468
SK022 Salo,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,1.985,2.196,2.143,2.264,2.066,2.037
SK022 Salo,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,15.859,15.822,15.876,15.368,15.598,15.518
SK022 Salo,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,3.121,3.054,2.98,3.028,2.97,2.94
SK022 Salo,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,1.443,1.384,1.358,1.352,1.483,1.232
SK022 Salo,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,0.716,0.753,0.677,0.717,0.767,0.65
SK022 Salo,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,0.499,0.488,0.528,0.584,0.609,0.735
SK022 Salo,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,0.418,0.402,0.457,0.443,0.335,0.413
SK022 Salo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,1.723,1.841,1.937,2.08,2.087,2.306
SK022 Salo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.029,0.023,0.023,0.019,0.019,0.034
SK022 Salo,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,0.775,0.778,0.957,0.848,1.012,0.957
SK022 Salo,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,1.408,1.377,1.289,1.183,1.196,1.098
SK022 Salo,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,4.252,4.329,4.238,3.747,3.827,3.901
SK022 Salo,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,1.199,1.097,1.134,1.117,1.124,1.094
SK022 Salo,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.275,0.297,0.299,0.25,0.168,0.158
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,4.23,4.018,3.868,3.653,3.607,3.717
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,3.778,3.583,3.421,3.216,3.181,3.281
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,0.451,0.435,0.447,0.437,0.426,0.435
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,12.191,11.941,11.193,11.455,11.126,10.79
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,0.134,0.156,0.176,0.189,0.186,0.271
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,0.301,0.317,0.329,0.276,0.26,0.235
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,5.333,4.685,4.108,4.071,4.153,3.804
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,...,...,...,...,...,...
SK022 Salo,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,2.198,2.188,2.167,2.235,2.168,2.345
